0,-0.801171,-0.594218,1.03493,0.431587,0.21685,0.567886,0.122028,0.891219,0.667895,0.982778,0.657869,0.316149,-1.002208,0.08139,0.33978,-0.405697
1,-0.528231,-0.497774,0.818617,0.349655,0.254934,0.690568,-0.021394,0.801779,0.619971,0.985466,0.502831,0.281592,-1.066431,0.091297,0.092215,-0.3347
2,-0.132231,-1.470067,-0.318291,-0.083698,0.212324,0.278335,1.022684,0.248086,0.638206,-0.031869,-0.086954,-0.096777,-1.519383,-1.436639,-0.44259,-1.501833
3,1.272398,-1.034162,0.947869,1.698389,2.840919,2.74405,0.951492,0.691279,-0.493993,1.303001,1.549783,-1.407516,1.793712,0.751428,-0.784727,-1.388784
4,0.459929,-0.957836,0.148029,-0.427573,-0.214066,0.580907,0.420265,1.124397,-1.46261,0.610934,0.651956,0.975974,0.213702,0.084805,-0.455699,-0.598191
5,-0.056026,0.321343,-0.349935,0.147796,0.849014,-0.449795,1.097073,0.929632,0.267705,-0.442332,1.102406,-1.27884,-0.760166,-0.309573,-1.294545,-1.429107
6,-0.207746,0.182016,-0.145589,0.058619,0.748721,-0.345184,1.381449,0.827362,0.228211,-0.533951,1.023986,-1.192517,-0.697067,-0.310918,-1.54497,-1.276858
7,0.03573,0.471523,0.351906,0.487696,0.091483,-0.039606,0.797063,1.096072,0.275889,-0.317126,0.97673,-1.367982,-0.479094,-0.486014,-0.911579,-1.319404
8,-0.154942,0.518434,-0.014812,0.402829,0.787718,-0.069364,0.954002,0.801531,0.165825,-0.602746,0.985923,-1.18188,-0.675538,-0.164574,-1.101553,-1.566853
9,-0.092222,-0.539768,2.220323,-1.726093,0.053804,-0.411403,-0.659413,-0.195753,0.131273,1.82381,-0.826343,-0.874775,-0.614807,1.038828,-1.326488,-1.940551
11,0.433471,-0.622296,1.78577,0.416972,2.072423,-0.412188,-0.258687,0.358583,1.069192,1.368398,-0.937356,1.025646,0.522774,0.366133,-1.350425,-0.690675
12,-0.455387,-0.676675,0.452761,0.253619,0.650952,0.060518,-0.088283,0.074634,0.727849,1.130826,0.337052,0.615255,-0.441989,0.079735,-0.772484,-0.330134
13,1.366337,0.288455,1.33185,-0.119677,0.780887,-3.061353,-2.322968,0.134945,0.269748,0.624799,2.428526,0.698056,-0.326653,-1.397356,-1.788034,-2.392602
14,1.497194,-0.46562,1.520167,0.420882,-1.098071,-2.148697,-1.916063,1.60684,-1.566411,-1.5725,0.914792,0.991304,-1.474847,0.043758,-0.464535,-3.096811
15,0.877598,-0.360899,0.460152,-0.28576,1.186754,-0.677202,1.088128,0.907834,0.131261,0.430407,-0.165418,-0.844828,-0.601213,-0.285496,0.984818,-0.842556
16,0.528159,-1.05868,0.275195,-0.263062,-0.283761,0.484074,0.369683,1.046198,-1.326814,0.70995,0.518659,0.958199,0.191243,0.000126,-0.324745,-0.464902
17,0.131202,-1.114352,0.4306,-0.527885,-0.051271,0.662556,0.666439,1.397176,-1.477233,0.517971,0.489281,0.93665,0.253731,0.027823,-0.2106,-0.553558
20,0.395536,-0.99782,0.530923,-0.690572,-0.167108,0.750849,0.51549,1.510376,-1.554841,0.267812,0.651052,1.154889,0.338971,-0.097193,-0.047008,-0.797155
21,0.509474,-1.176546,0.134008,-0.433987,-0.288537,0.614876,0.449408,1.232309,-1.365949,0.600683,0.565867,1.118115,0.238271,-0.047822,-0.301433,-0.676639
25,-0.42455,-0.697076,0.544499,0.219747,0.411591,0.130245,-0.169115,0.463837,0.801657,1.054932,0.274844,0.437617,-0.630614,0.135594,-0.518729,-0.260796
26,-0.661042,-0.423438,0.976494,0.477556,0.049451,0.638318,0.174673,0.898928,0.721754,0.82153,0.828389,0.286851,-0.971139,0.042096,0.396578,-0.440747
